case_id,outcome,expected_intent,actual_intent,expected_tool,actual_tool
swhm_054,failed,clarify,tool_execution,,
swhs_034,passed,,,,
swhs_016,failed,tool_execution,clarify,,
swh_023,passed,,,,
swhs_035,failed,tool_execution,clarify,,
swhs_017,passed,,,,
swh_024,failed,clarify,tool_execution,,
swhs_036,passed,,,,
swhm_055,failed,clarify,tool_execution,,
swhs_018,passed,,,,
swh_025,failed,clarify,tool_execution,,
swhs_037,passed,,,,
swhs_019,passed,,,,
swh_026,passed,,,,
swhs_038,passed,,,,
swhs_020,failed,tool_execution,clarify,,
swhm_056,failed,clarify,tool_execution,,
swh_027,passed,,,,
swhs_039,passed,,,,
swhs_021,passed,,,,
swh_028,failed,clarify,tool_execution,,
swhs_040,passed,,,,
swhs_022,failed,tool_execution,clarify,,
swhs_041,failed,tool_execution,clarify,,
swhm_057,failed,clarify,general_chat,,
swhs_023,failed,tool_execution,clarify,,
swhs_045,passed,,,,
swhs_042,passed,,,,
swhs_024,failed,tool_execution,clarify,,
swhs_046,passed,,,,
swhs_043,failed,tool_execution,clarify,,
swhs_025,failed,tool_execution,clarify,,
swhm_058,failed,clarify,tool_execution,,
swhs_047,passed,,,,
swhs_044,failed,tool_execution,clarify,,
swhp_012,passed,,,,
swhs_048,failed,tool_execution,clarify,,
swhp_027,passed,,,,
swhm_059,failed,clarify,tool_execution,,
swhp_013,passed,,,,
swhs_049,failed,tool_execution,clarify,,
swhp_028,passed,,,,
swhp_014,passed,,,,
swhs_050,passed,,,,
swhp_040,passed,,,,
swhp_015,passed,,,,
swhp_001,passed,,,,
swhp_041,passed,,,,
swhp_016,passed,,,,
swhp_002,passed,,,,
swhp_029,passed,,,,
swhp_017,passed,,,,
swhp_042,passed,,,,
swhp_030,passed,,,,
swhp_003,passed,,,,
swhp_043,passed,,,,
swhp_018,passed,,,,
swhp_004,passed,,,,
swhp_031,passed,,,,
swhp_044,passed,,,,
swhp_019,passed,,,,
swhp_032,passed,,,,
swhp_005,passed,,,,
swhp_020,passed,,,,
swhp_045,passed,,,,
swhp_033,passed,,,,
swhp_006,passed,,,,
swhp_021,passed,,,,
swhp_046,passed,,,,
swhp_007,passed,,,,
swhp_034,passed,,,,
swhp_047,passed,,,,
swhp_008,passed,,,,
swhp_022,passed,,,,
swhp_035,passed,,,,
swhp_048,passed,,,,
swhp_009,passed,,,,
swhp_023,passed,,,,
swhp_036,passed,,,,
swhp_049,passed,,,,
swhp_024,passed,,,,
swhp_010,passed,,,,
swhp_037,passed,,,,
swhp_050,passed,,,,
swhp_025,passed,,,,
swhp_038,passed,,,,
swhp_011,passed,,,,
swhp_051,failed,clarify,tool_execution,,
swhp_026,passed,,,,
swhp_039,passed,,,,
swhp_061,passed,,,,
swhp_052,failed,clarify,tool_execution,,
swhp_070,passed,,,,
swhp_062,passed,,,,
swhp_077,passed,,,,
swhp_071,passed,,,,
swhp_053,failed,clarify,general_chat,,
swhp_078,passed,,,,
swhp_063,passed,,,,
swhp_072,passed,,,,
swhp_079,passed,,,,
swhp_064,passed,,,,
swhp_073,passed,,,,
swhp_080,passed,,,,
swhp_054,failed,clarify,general_chat,,
swhp_065,failed,,,save_workhour,query_project
swhr_001,passed,,,,
swhp_074,passed,,,,
swhp_075,failed,,,save_workhour,query_project
swhr_002,passed,,,,
swhp_066,passed,,,,
swhr_003,passed,,,,
swhp_076,passed,,,,
swhp_067,failed,tool_execution,general_chat,,
swhr_004,passed,,,,
swhp_055,failed,clarify,tool_execution,,
swhr_010,passed,,,,
swhr_005,passed,,,,
swhp_056,failed,clarify,general_chat,,
swhr_011,passed,,,,
swhr_006,passed,,,,
swhp_068,passed,,,,
swhr_012,passed,,,,
swhr_007,passed,,,,
swhp_069,passed,,,,
swhr_013,passed,,,,
swhr_008,passed,,,,
swhr_015,passed,,,,
swhp_057,failed,clarify,tool_execution,,
swhr_014,passed,,,,
swhr_009,passed,,,,
swhr_016,passed,,,,
swhr_019,passed,,,,
swhr_023,passed,,,,
swhr_017,passed,,,,
swhr_024,passed,,,,
swhr_020,passed,,,,
swhr_018,passed,,,,
swhp_058,passed,,,,
swhr_025,passed,,,,
swhr_021,passed,,,,
swhr_026,passed,,,,
swhp_059,passed,,,,
swhr_029,passed,,,,
swhr_022,passed,,,,
swhp_060,passed,,,,
swhr_027,passed,,,,
swhr_030,passed,,,,
swhr_034,passed,,,,
swhr_032,passed,,,,
swhr_028,passed,,,,
swhr_035,passed,,,,
swhr_031,passed,,,,
swhr_033,passed,,,,
swhr_036,passed,,,,
swhr_038,passed,,,,
swhr_039,passed,,,,
swhr_040,passed,,,,
swhr_037,passed,,,,
swhr_041,passed,,,,
swhr_042,passed,,,,
swhr_043,passed,,,,
swhr_044,passed,,,,
swhr_045,passed,,,,
swhr_046,passed,,,,
swhr_047,passed,,,,
swhr_048,passed,,,,
swhr_049,passed,,,,
swhr_051,passed,,,,
swhr_050,passed,,,,
swhr_052,passed,,,,
swhr_053,passed,,,,
swhr_055,passed,,,,
swhr_054,passed,,,,
swhr_056,passed,,,,
swhr_057,passed,,,,
swhr_058,passed,,,,
swhr_060,passed,,,,
swhr_059,passed,,,,
